date,open,high,low,close,vol,turn
2016/09/27,29.22,29.74,28.61,29.25,4697999,136795056.00
2016/09/28,29.28,29.82,28.80,29.79,4679290,136510848.00
2016/09/29,29.45,30.20,29.30,29.88,4347039,129591680.00
2016/09/30,29.77,31.77,29.65,31.56,6775911,210014880.00
2016/10/10,31.61,33.01,31.13,32.27,6363568,205540576.00
2016/10/11,32.26,33.28,32.02,33.12,6245398,205855712.00
2016/10/12,33.00,33.49,32.50,32.89,4155100,136863408.00
2016/10/13,33.70,34.50,33.36,34.20,8064096,274927712.00
2016/10/14,34.01,35.28,33.94,34.79,7801054,271447232.00
2016/10/17,34.55,35.08,33.09,33.49,4541419,154690656.00
2016/10/18,33.70,34.50,33.66,34.16,4320366,147710800.00
2016/10/19,34.52,35.39,34.52,34.65,5480864,191370000.00
2016/10/20,34.83,36.09,34.21,35.49,6474758,229178112.00
2016/10/21,35.79,35.79,34.69,34.83,3085900,108042024.00
2016/10/24,34.50,35.21,34.50,34.90,2492992,87032328.00
2016/10/25,34.90,36.00,34.32,35.82,3916262,138213216.00
2016/10/26,35.78,36.33,34.51,35.02,3676265,129331960.00
2016/10/27,34.99,34.99,34.00,34.39,4164513,142823152.00
2016/10/28,34.39,35.28,34.39,34.50,2121103,73697504.00
2016/10/31,34.70,34.98,34.25,34.44,1681523,58397184.00
2016/11/01,34.44,35.17,34.44,34.82,1933453,67421144.00
2016/11/02,34.82,35.88,34.61,34.78,3416928,120388368.00
2016/11/03,34.60,34.74,33.48,33.72,4878598,165593808.00
2016/11/04,33.75,34.26,33.28,33.60,2845847,96039056.00
2016/11/07,33.60,34.08,33.46,33.91,1612052,54551120.00
2016/11/08,34.23,34.24,33.70,33.75,1612320,54599256.00
2016/11/09,33.76,34.05,32.98,33.77,2414667,81169304.00
2016/11/10,33.70,34.10,33.70,33.94,2496394,84539560.00
2016/11/11,34.00,34.00,33.20,33.40,2499789,83511600.00
2016/11/14,33.24,33.85,33.22,33.68,1363921,45804224.00
2016/11/15,33.85,34.20,33.58,34.17,1880977,63809384.00
2016/11/16,34.52,34.52,33.73,33.87,1528606,52063936.00
2016/11/17,33.80,33.90,33.22,33.39,1809665,60461128.00
2016/11/18,33.40,33.56,33.02,33.12,1767142,58784144.00
2016/11/21,33.50,33.50,32.90,32.97,1679689,55523116.00
2016/11/22,32.86,33.24,32.77,33.14,1906072,62766424.00
2016/11/23,33.19,33.19,32.26,32.41,2700047,88049880.00
2016/11/24,32.50,32.64,32.00,32.16,1969678,63366640.00
2016/11/25,32.16,33.05,31.73,33.04,3085010,100295416.00
2016/11/28,33.10,33.63,32.80,33.07,2772382,92178688.00
2016/11/29,33.04,33.93,32.71,33.17,3578225,120291392.00
2016/11/30,33.02,33.65,33.02,33.17,1711154,57033688.00
2016/12/01,33.17,34.17,33.17,33.50,2644579,89200304.00
2016/12/02,33.77,33.77,32.54,32.97,2052316,67550184.00
2016/12/05,32.31,33.10,32.31,32.75,2265700,74095720.00
2016/12/06,32.88,33.06,32.48,32.52,1276097,41743260.00
2016/12/07,32.40,32.87,32.30,32.61,1760502,57353300.00
2016/12/08,32.64,32.88,32.38,32.80,1365013,44605028.00
2016/12/09,32.74,32.94,32.51,32.92,1625023,53322072.00
2016/12/12,33.18,33.20,31.26,31.34,2245208,72248352.00
2016/12/13,31.50,31.75,30.93,31.49,1570264,49179888.00
2016/12/14,31.56,31.76,31.22,31.36,1136015,35731984.00
2016/12/15,31.32,31.84,31.07,31.49,1128931,35546176.00
2016/12/16,31.49,31.49,30.93,31.34,1782277,55552612.00
2016/12/19,31.26,32.12,31.06,31.98,1280662,40724032.00
2016/12/20,31.86,31.97,31.33,31.52,724936,22888144.00
2016/12/21,31.52,31.81,31.33,31.65,1037429,32775920.00
2016/12/22,31.63,31.86,31.35,31.79,2043043,64586276.00
2016/12/23,31.70,31.86,30.60,30.67,1941197,60688408.00
2016/12/26,30.69,31.29,29.95,31.21,3393421,103412368.00
2016/12/27,31.11,31.96,31.07,31.35,1988338,62658752.00
2016/12/28,31.02,31.46,30.51,30.76,1265158,38944096.00
2016/12/29,30.75,31.46,30.60,31.29,2384503,73945696.00
2016/12/30,31.44,31.81,31.03,31.30,2243798,70762480.00
2017/01/03,31.32,31.40,30.55,30.92,2747176,84965872.00
2017/01/04,30.88,31.07,30.47,31.00,1297014,39924780.00
2017/01/05,31.04,31.20,30.00,30.25,2343799,71669736.00
2017/01/06,30.30,30.50,29.57,30.01,2520738,75638792.00
2017/01/09,30.01,30.30,29.65,30.20,1444517,43266884.00
2017/01/10,30.05,30.15,29.75,29.85,1092900,32694052.00
2017/01/11,29.85,30.15,29.75,29.76,839123,25108764.00
2017/01/12,29.65,29.98,29.65,29.85,1080489,32229056.00
2017/01/13,29.90,29.95,28.58,28.80,2363269,69062992.00
2017/01/16,28.75,28.94,27.01,27.89,3058500,85744296.00
2017/01/17,27.86,27.97,27.20,27.63,1935174,53468256.00
2017/01/18,27.60,27.95,27.19,27.37,1684740,46506724.00
2017/01/19,27.07,27.60,27.07,27.43,1476963,40457232.00
2017/01/20,27.60,28.25,27.27,28.14,2903362,80503824.00
2017/01/23,28.10,28.45,28.05,28.43,1348296,38228788.00
2017/01/24,28.39,28.62,28.18,28.49,1190596,33908936.00
2017/01/25,28.30,28.54,28.09,28.32,1400362,39570520.00
2017/01/26,28.40,29.05,28.35,28.75,1089900,31337204.00
2017/02/03,28.80,28.91,28.52,28.71,652727,18738210.00
2017/02/06,28.70,29.02,28.55,28.93,1733220,50043092.00
2017/02/07,28.95,28.95,28.60,28.70,595002,17081812.00
2017/02/08,28.55,28.76,28.45,28.73,1133388,32422422.00
2017/02/09,28.84,30.80,28.84,29.80,4222576,126572832.00
2017/02/10,29.60,29.69,29.31,29.42,1772850,52174776.00
2017/02/13,29.69,29.88,29.03,29.82,3691353,108502088.00
2017/02/14,29.73,29.79,29.30,29.57,2413325,71207664.00
2017/02/15,29.53,29.59,28.88,28.98,2419665,70827008.00
2017/02/16,28.98,29.15,28.73,28.99,1625554,47002704.00
2017/02/17,29.15,29.15,28.02,28.17,3127356,88781704.00
2017/02/20,28.32,28.33,27.93,28.33,2397246,67505776.00
2017/02/21,28.17,28.59,28.06,28.55,4471421,126431088.00
2017/02/22,28.55,29.34,28.43,29.26,3626304,105125152.00
2017/02/23,29.30,29.45,29.11,29.36,2678605,78406336.00
2017/02/24,29.36,29.75,29.10,29.63,2385579,70431472.00
2017/02/27,29.71,30.06,29.34,29.53,3547965,105338520.00
2017/02/28,29.58,29.76,29.21,29.36,2278800,66963632.00
2017/03/01,29.39,29.78,29.21,29.75,2599083,76877936.00
2017/03/02,29.90,29.90,29.25,29.39,4388307,129067120.00
2017/03/03,29.30,29.55,28.99,29.14,2533514,73874736.00
2017/03/06,29.10,29.67,29.08,29.51,3203255,94152720.00
2017/03/07,29.49,29.88,29.40,29.72,2859222,84638720.00
2017/03/08,29.73,30.57,29.63,30.13,5637181,170613424.00
2017/03/09,30.30,30.30,29.57,30.11,2867170,85805472.00
2017/03/10,30.10,30.27,29.71,29.84,1562796,46776496.00
2017/03/13,30.08,30.38,29.60,30.36,3180465,95695416.00
2017/03/14,30.38,30.96,29.75,29.93,4365002,132580352.00
2017/03/15,29.60,30.79,29.60,30.76,5874721,177617296.00
2017/03/16,30.76,31.40,30.48,30.87,4767123,147692112.00
2017/03/17,30.82,31.55,30.82,31.25,5222148,163147632.00
2017/03/20,31.40,31.42,30.80,31.31,2927068,90951688.00
2017/03/21,31.28,32.60,31.15,32.03,4944340,158286160.00
2017/03/22,31.50,32.28,31.40,31.72,3402120,108064056.00
2017/03/23,31.59,31.73,31.05,31.37,2969402,92829704.00
2017/03/24,31.33,32.30,31.16,32.26,3687617,117645896.00
2017/03/27,32.21,32.91,31.33,31.49,3314022,105469384.00
2017/03/29,30.91,31.50,30.54,30.80,4551317,140607904.00
2017/03/30,30.78,31.12,30.33,30.44,2284074,69957624.00
2017/03/31,30.43,30.70,30.16,30.47,2513734,76521160.00
2017/04/05,31.90,33.00,30.90,32.99,10479990,336597728.00
2017/04/06,33.00,33.00,32.20,32.24,4795783,155817600.00
2017/04/07,32.01,35.00,31.83,33.36,14971837,503206080.00
2017/04/10,33.70,35.48,33.49,34.81,14818619,515383456.00
2017/04/11,34.33,36.02,34.05,35.03,13031077,458323968.00
2017/04/12,35.19,35.30,32.88,33.11,8141361,275821024.00
2017/04/13,33.12,35.58,33.08,34.57,9512374,330440192.00
2017/04/14,34.55,35.60,33.68,34.79,9333203,323014304.00
2017/04/17,34.45,34.50,33.45,33.86,4536790,153904144.00
2017/04/18,33.86,34.48,32.71,32.78,5394330,182783456.00
2017/04/19,32.83,33.95,32.06,33.88,5749275,189794592.00
2017/04/20,34.43,36.30,33.82,34.82,10583427,369056736.00
2017/04/21,34.20,35.17,33.82,33.89,5234885,179989744.00
2017/04/24,33.88,35.33,33.25,34.96,6310655,217181056.00
2017/04/25,34.70,36.35,34.44,35.63,7811300,276797504.00
