date,open,high,low,close,vol,turn
2013/04/19,5.78,5.93,5.62,5.92,2350831,38123632.00
2013/04/22,5.81,5.84,5.76,5.80,971737,15906751.00
2013/04/23,5.80,5.80,5.48,5.50,920140,14623163.00
2013/04/24,5.42,5.58,5.42,5.56,682244,10672145.00
2013/04/25,5.55,5.58,5.47,5.47,523900,8186392.00
2013/04/26,5.49,5.53,5.40,5.40,420359,6509242.00
2013/05/02,5.43,5.46,5.39,5.44,231650,3564730.25
2013/05/03,5.47,5.58,5.46,5.55,538303,8449196.00
2013/05/06,5.57,5.70,5.53,5.66,585216,9312321.00
2013/05/07,5.66,5.67,5.59,5.64,334528,5322799.50
2013/05/08,5.66,5.70,5.64,5.67,435415,6976834.50
2013/05/09,5.65,5.78,5.63,5.74,680809,10988279.00
2013/05/10,5.75,5.93,5.72,5.90,950342,15592066.00
2013/05/13,5.91,5.91,5.83,5.90,476750,7887853.50
2013/05/14,5.93,5.93,5.74,5.76,464243,7604490.00
2013/05/15,5.87,6.08,5.85,6.04,1202059,20288270.00
2013/05/16,6.09,6.10,6.00,6.04,734470,12481118.00
2013/05/17,6.01,6.07,6.01,6.06,938942,15967707.00
2013/05/20,6.13,6.34,6.13,6.29,1498058,26250766.00
2013/05/21,6.26,6.28,6.10,6.27,2229664,38754308.00
2013/05/22,6.25,6.34,6.05,6.13,1869730,24275396.00
2013/05/23,6.03,6.12,5.95,6.04,2021156,25532290.00
2013/05/24,6.04,6.30,5.99,6.26,1822922,23558186.00
2013/05/27,6.25,6.26,6.13,6.15,1828584,23657186.00
2013/05/28,6.16,6.23,6.11,6.20,1008224,13061557.00
2013/05/29,6.20,6.31,6.15,6.26,2080444,27140818.00
2013/05/30,6.21,6.21,6.10,6.11,2049148,26394468.00
2013/05/31,6.11,6.16,6.06,6.08,1096061,14036548.00
2013/06/03,6.05,6.14,6.05,6.06,714176,9109118.00
2013/06/04,6.06,6.13,5.91,5.95,932873,11787289.00
2013/06/05,5.95,5.99,5.90,5.95,490832,6122885.00
2013/06/06,5.94,6.04,5.88,5.88,501560,6272049.00
2013/06/07,5.87,5.94,5.70,5.74,636152,7766151.00
2013/06/13,5.71,5.71,5.50,5.52,515849,6058251.00
2013/06/14,5.56,5.63,5.54,5.60,455422,5358643.50
2013/06/17,5.63,5.69,5.59,5.67,477694,5688804.00
2013/06/18,5.67,5.69,5.55,5.58,587465,6916597.50
2013/06/19,5.58,5.58,5.34,5.46,654359,7488624.00
2013/06/20,5.44,5.44,5.25,5.26,521910,5887458.50
2013/06/21,5.20,5.24,5.10,5.21,664568,7235152.00
2013/06/24,5.19,5.19,4.84,4.84,691917,7266843.50
2013/06/25,4.83,4.85,4.39,4.76,710862,7068890.00
2013/06/26,4.76,4.82,4.68,4.76,619609,6266783.00
2013/06/27,4.81,4.84,4.62,4.63,617450,6223173.50
2013/06/28,4.58,4.75,4.50,4.64,429110,4221422.00
2013/07/01,4.62,4.75,4.55,4.74,547090,5466147.00
2013/07/02,4.95,4.95,4.75,4.89,909181,9427813.00
2013/07/03,4.84,4.85,4.68,4.80,939645,9490327.00
2013/07/04,4.78,4.99,4.73,4.90,1022000,10610163.00
2013/07/05,4.93,4.94,4.85,4.86,706543,7332285.00
2013/07/08,4.75,4.75,4.52,4.52,964500,9511713.00
2013/07/09,4.50,4.60,4.44,4.48,630960,6054198.50
2013/07/10,4.51,4.62,4.49,4.62,541075,5268599.50
2013/07/11,4.60,4.85,4.60,4.81,998131,10153874.00
2013/07/12,4.80,4.92,4.70,4.80,976403,9968917.00
2013/07/15,4.70,4.87,4.70,4.86,721586,7401961.00
2013/07/16,4.88,5.04,4.86,5.01,1511635,15936045.00
2013/07/17,5.02,5.03,4.85,4.85,907549,9490614.00
2013/07/18,4.85,4.89,4.79,4.83,611438,6258960.00
2013/07/19,4.83,4.89,4.67,4.68,936019,9512628.00
2013/07/22,4.64,4.78,4.55,4.76,717209,7150217.50
2013/07/23,4.72,4.92,4.72,4.88,1015726,10488573.00
2013/07/24,4.89,5.11,4.89,5.09,2101558,22437644.00
2013/07/25,5.10,5.10,4.91,4.92,1320923,13961739.00
2013/07/26,4.93,5.02,4.89,4.96,971168,10214567.00
2013/07/29,4.96,5.08,4.87,4.94,1254465,13222778.00
2013/07/30,4.90,4.98,4.80,4.95,750137,7805243.00
2013/07/31,4.99,5.00,4.85,4.89,669936,7010484.50
2013/08/01,4.89,5.08,4.87,5.06,1305105,13885003.00
2013/08/02,5.06,5.10,5.02,5.10,1279455,13709251.00
2013/08/05,5.13,5.53,5.07,5.42,3316701,37351216.00
2013/08/06,5.39,5.45,5.31,5.39,1619553,18379732.00
2013/08/07,5.36,5.39,5.22,5.27,1560924,17443256.00
2013/08/08,5.27,5.33,5.15,5.28,1066156,11896598.00
2013/08/09,5.28,5.39,5.26,5.35,1154071,12994561.00
2013/08/12,5.33,5.42,5.31,5.40,1208956,13687765.00
2013/08/13,5.42,5.49,5.35,5.48,1273329,14606430.00
2013/08/14,5.47,5.68,5.47,5.52,2276905,26785090.00
2013/08/15,5.52,5.56,5.34,5.34,1308443,15001877.00
2013/08/16,5.28,5.46,5.16,5.16,1371565,15355442.00
2013/08/19,5.16,5.30,5.15,5.28,775019,8551446.00
2013/08/20,5.26,5.31,5.24,5.30,863426,9618167.00
2013/08/21,5.31,5.42,5.24,5.42,1228708,13903690.00
2013/08/22,5.44,5.44,5.31,5.36,1193267,13530069.00
2013/08/23,5.36,5.38,5.16,5.23,1299911,14478219.00
2013/08/26,5.28,5.36,5.25,5.34,895950,10070576.00
2013/08/27,5.34,5.45,5.30,5.44,1165430,13217338.00
2013/08/28,5.40,5.43,5.34,5.34,1073862,12216176.00
2013/08/29,5.39,5.39,5.31,5.35,756605,8543567.00
2013/08/30,5.35,5.35,5.25,5.25,1257625,14046766.00
2013/09/02,5.25,5.39,5.23,5.35,767942,8608955.00
2013/09/03,5.36,5.41,5.31,5.40,946413,10721893.00
2013/09/04,5.40,5.42,5.31,5.34,909230,10277553.00
2013/09/05,5.37,5.37,5.30,5.33,704772,7924549.50
2013/09/06,5.30,5.34,5.25,5.32,613085,6866097.00
2013/09/09,5.29,5.40,5.20,5.38,1694441,19025524.00
2013/09/10,5.40,5.41,5.35,5.38,851921,9660301.00
2013/09/11,5.38,5.39,5.29,5.33,1265943,14255333.00
2013/09/12,5.35,5.39,5.31,5.35,941588,10640260.00
2013/09/13,5.36,5.57,5.36,5.49,2743357,31739242.00
2013/09/16,5.50,6.07,5.50,6.07,5501767,68217712.00
2013/09/17,6.29,6.51,6.10,6.29,10667309,140908768.00
2013/09/18,6.31,6.64,6.23,6.42,7050414,94400512.00
2013/09/23,6.46,6.54,6.27,6.49,5619595,75172560.00
2013/09/24,6.45,7.04,6.40,7.00,7220455,103367400.00
2013/09/25,6.88,7.08,6.79,6.89,4969361,72134008.00
2013/09/26,6.87,7.05,6.71,6.71,3282565,47055980.00
2013/09/27,6.65,6.89,6.62,6.76,2379159,33547622.00
2013/09/30,6.78,6.90,6.59,6.88,3130309,44032348.00
2013/10/08,6.88,7.00,6.71,6.99,2957807,42269172.00
2013/10/09,6.89,7.31,6.88,7.30,4576081,67741544.00
2013/10/10,7.26,7.38,7.10,7.13,2910507,43738328.00
2013/10/11,7.14,7.24,6.98,7.17,3833344,56625036.00
2013/10/14,7.19,7.19,7.03,7.12,2490566,36814508.00
2013/10/15,7.10,7.50,7.04,7.39,3680607,55939836.00
2013/10/16,7.36,7.38,6.88,6.99,3263818,47910176.00
2013/10/17,6.98,7.34,6.98,7.08,3162606,47427600.00
2013/10/18,7.09,7.25,6.83,6.91,1812639,26181466.00
2013/10/21,6.90,6.96,6.70,6.94,3258029,46563200.00
2013/10/22,6.93,6.97,6.84,6.88,2970535,42754564.00
2013/10/23,6.88,7.14,6.75,6.76,2715924,39374688.00
2013/10/24,6.74,6.81,6.44,6.45,2743643,37647300.00
2013/10/25,6.45,6.59,6.30,6.55,1370977,18551130.00
2013/10/28,6.57,7.13,6.50,6.72,1519778,21235680.00
2013/10/29,6.72,6.76,6.26,6.72,1783729,24351006.00
2013/10/30,6.61,6.75,6.61,6.72,1078638,15108952.00
2013/10/31,6.73,6.78,6.62,6.69,787872,10962001.00
2013/11/01,6.67,6.70,6.44,6.64,1025721,14042908.00
2013/11/04,6.64,6.73,6.58,6.64,888624,12390374.00
2013/11/05,6.61,6.70,6.52,6.64,1105816,15289509.00
2013/11/06,6.62,6.68,6.52,6.61,1084565,14928747.00
2013/11/07,6.64,6.92,6.58,6.64,1217052,16955002.00
2013/11/08,6.46,6.68,6.45,6.54,465130,6394226.50
2013/11/11,6.70,6.70,6.44,6.51,542261,7382514.00
2013/11/12,6.59,6.60,6.48,6.51,612553,8339381.00
2013/11/13,6.50,6.59,6.37,6.53,1191188,16178300.00
2013/11/14,6.51,6.57,6.38,6.53,811868,11041749.00
2013/11/15,6.53,6.79,6.53,6.72,2222780,31192360.00
2013/11/18,6.86,6.86,6.65,6.80,2031916,28742618.00
2013/11/19,6.81,7.10,6.77,7.09,3352560,48357640.00
2013/11/20,7.05,7.08,6.88,6.97,1854838,26944868.00
2013/11/21,6.95,6.98,6.74,6.84,1896254,27008046.00
2013/11/22,6.77,6.93,6.77,6.87,1142703,16375582.00
2013/11/25,6.89,7.15,6.77,7.10,3457879,50760080.00
2013/11/26,7.11,7.18,7.02,7.14,1510897,22294044.00
2013/11/27,7.14,7.14,6.98,7.13,1348313,19880940.00
2013/11/28,7.17,7.26,7.08,7.20,1862282,27852444.00
2013/11/29,7.17,7.63,7.17,7.55,4419386,68449880.00
2013/12/02,7.25,7.49,6.89,6.90,3671847,54611464.00
2013/12/03,6.86,7.00,6.62,7.00,2569770,36617892.00
2013/12/04,6.98,7.36,6.95,7.20,2245062,33766100.00
2013/12/05,7.24,7.35,7.11,7.32,1566626,23622160.00
2013/12/06,7.32,7.38,7.24,7.27,1970527,30057244.00
2013/12/09,7.27,7.58,7.27,7.56,2495085,38684620.00
2013/12/10,7.56,7.63,7.37,7.49,1680683,26111274.00
2013/12/11,7.36,7.61,7.32,7.60,1602688,24779868.00
2013/12/12,7.61,7.65,7.51,7.59,1249241,19684606.00
2013/12/13,7.52,7.65,7.37,7.42,1293683,20167704.00
2013/12/16,7.42,7.48,6.94,7.00,2027988,30145586.00
2013/12/17,7.00,7.07,6.73,6.80,1506219,21586178.00
2013/12/18,6.76,6.97,6.76,6.84,773147,11074374.00
2013/12/19,6.85,6.95,6.80,6.83,561079,8022393.50
2013/12/20,6.83,6.89,6.48,6.56,1109950,15368938.00
2013/12/23,6.56,6.65,6.37,6.54,932800,12681200.00
2013/12/24,6.67,6.85,6.50,6.78,1389509,19604876.00
2013/12/25,6.79,6.92,6.75,6.88,782863,11210443.00
2013/12/26,6.92,6.99,6.72,6.75,749826,10724818.00
2013/12/27,6.84,6.98,6.75,6.91,1096020,15781285.00
2013/12/30,6.88,7.06,6.87,7.03,1065923,15574285.00
2013/12/31,6.97,7.05,6.84,7.00,1055947,15258922.00
2014/01/02,6.99,7.00,6.89,6.99,1168196,16951606.00
2014/01/03,6.96,7.02,6.68,6.70,1381419,19665816.00
2014/01/06,6.65,6.65,6.44,6.44,917039,12474265.00
2014/01/07,6.44,6.58,6.41,6.51,511776,6974190.50
2014/01/08,6.47,6.67,6.45,6.55,619374,8522591.00
2014/01/09,6.55,6.63,6.38,6.42,487810,6678709.00
2014/01/10,6.37,6.45,6.33,6.33,482797,6445209.00
2014/01/13,6.29,6.40,6.25,6.35,645500,8540702.00
2014/01/14,6.35,6.58,6.35,6.58,600292,8163017.00
2014/01/15,6.60,6.64,6.51,6.61,492383,6756969.00
2014/01/16,6.63,6.68,6.56,6.58,430468,5942276.00
2014/01/17,6.58,6.64,6.54,6.59,329459,4540982.50
2014/01/20,6.50,6.59,6.44,6.50,527921,7174798.50
2014/01/21,6.44,6.60,6.44,6.58,670330,9188476.00
2014/01/22,6.54,6.74,6.50,6.67,749660,10431702.00
2014/01/23,6.68,6.73,6.59,6.72,1445037,20076718.00
2014/01/24,6.65,6.83,6.65,6.79,1177665,16704880.00
2014/01/27,6.74,6.79,6.56,6.67,936586,13018092.00
2014/01/28,6.66,6.67,6.53,6.61,552299,7628178.50
2014/01/29,6.61,6.66,6.25,6.44,2773547,37348592.00
2014/01/30,6.41,6.44,6.26,6.30,1096942,14480915.00
2014/02/07,6.31,6.49,6.22,6.49,1198952,15918406.00
2014/02/10,6.59,7.09,6.59,6.97,4028881,58082012.00
2014/02/11,6.96,7.08,6.87,7.07,3351535,49005852.00
2014/02/12,7.13,7.27,7.03,7.09,3339620,49463044.00
2014/02/13,7.08,7.45,7.02,7.26,4769094,72360648.00
2014/02/14,7.26,7.34,7.14,7.31,2584766,39049860.00
2014/02/17,7.35,7.38,7.22,7.33,2597065,39358556.00
2014/02/18,7.35,7.63,7.29,7.51,4161808,65058012.00
2014/02/19,7.54,7.58,7.38,7.39,2342642,36315616.00
2014/02/20,7.40,7.49,7.17,7.17,2853304,43149804.00
2014/02/21,7.11,7.33,7.10,7.31,1861132,27925968.00
2014/02/24,7.30,7.47,7.16,7.45,2213442,33696780.00
2014/02/25,7.42,7.59,6.96,6.96,4205420,64530692.00
2014/02/26,7.15,7.68,7.15,7.68,10276441,162951904.00
2014/02/27,7.70,8.30,7.67,8.04,13952719,228803680.00
2014/02/28,7.80,7.90,7.48,7.68,6263936,100087712.00
2014/03/03,7.55,7.93,7.55,7.83,5015212,81218912.00
2014/03/04,7.70,7.77,7.51,7.62,3742892,59086648.00
2014/03/05,7.62,7.74,7.50,7.52,2722461,42996724.00
2014/03/06,7.45,7.51,7.24,7.37,2867856,43862264.00
2014/03/07,7.34,7.48,7.27,7.32,2183259,33537908.00
2014/03/10,7.21,7.24,6.89,6.93,2103707,30853830.00
2014/03/11,6.92,7.03,6.86,7.00,1317647,19127958.00
2014/03/12,7.00,7.05,6.87,7.00,1262747,18353344.00
2014/03/13,7.00,7.17,6.95,7.11,1954502,28824138.00
2014/03/14,7.08,7.17,7.00,7.11,990235,14646948.00
2014/03/17,7.12,7.26,7.09,7.24,1394967,20875406.00
2014/03/18,7.26,7.79,7.26,7.50,4007600,62808340.00
2014/03/19,7.52,7.71,7.39,7.61,2737141,43145868.00
2014/03/20,7.60,7.83,7.53,7.53,3212923,51426804.00
2014/03/21,7.49,7.63,7.20,7.59,2599132,39989876.00
2014/03/24,7.55,7.80,7.51,7.70,2437230,38959576.00
2014/03/25,7.68,7.69,7.43,7.45,2318974,36240564.00
2014/03/26,7.45,7.52,7.30,7.33,1906153,29354798.00
2014/03/27,7.30,7.31,7.14,7.14,1765681,26467232.00
2014/03/28,7.13,7.25,7.12,7.23,1232704,18438672.00
2014/03/31,7.25,7.28,7.06,7.09,892714,13298297.00
2014/04/01,7.10,7.41,7.10,7.40,1148343,17439742.00
2014/04/02,7.36,7.40,7.22,7.27,1082036,16475883.00
2014/04/03,7.28,7.37,7.19,7.25,969744,14681577.00
2014/04/04,7.18,7.28,7.00,7.23,804531,12013134.00
2014/04/08,7.18,7.89,7.11,7.85,4939394,78280936.00
2014/04/09,7.85,7.88,7.67,7.83,3247245,52464544.00
2014/04/10,7.83,7.89,7.76,7.77,2859236,46458504.00
2014/04/11,7.71,8.02,7.71,7.76,2850609,46469168.00
2014/04/14,7.76,8.00,7.61,8.00,2869394,46864428.00
2014/04/15,7.94,8.09,7.81,7.82,3219472,53252932.00
2014/04/16,7.82,7.92,7.72,7.80,1895625,30696456.00
2014/04/17,7.83,8.30,7.83,8.15,4548344,76796264.00
2014/04/18,8.18,8.34,8.03,8.28,2915684,49441412.00
2014/08/21,9.11,9.11,9.11,9.11,43603,798806.94
2014/08/22,10.03,10.03,10.03,10.03,17868,360040.19
2014/08/25,11.04,11.04,11.04,11.04,46240,1025140.81
2014/08/26,12.15,12.15,12.15,12.15,95225,2322537.75
2014/08/27,13.37,13.37,13.37,13.37,162496,4359767.50
2014/08/28,14.71,14.71,14.71,14.71,240994,7111733.00
2014/08/29,16.18,16.18,16.18,16.18,4383981,142304016.00
2014/09/01,17.45,17.81,17.21,17.81,24843699,880074240.00
2014/09/05,19.45,19.59,19.08,19.59,12234972,479227456.00
2014/09/09,19.56,20.19,18.71,19.65,16794603,655372160.00
2014/09/10,19.59,20.66,19.59,20.41,13896222,558923776.00
2014/09/11,20.15,20.35,19.30,19.85,12010502,477353824.00
2014/09/12,19.70,20.55,19.70,19.85,8491120,340765408.00
2014/09/15,19.70,21.43,19.20,20.82,13321814,544071680.00
2014/09/16,20.53,20.70,18.73,18.73,13658224,532690560.00
2014/09/17,18.88,19.48,18.71,19.08,6766124,258854816.00
2014/09/18,18.49,18.74,17.91,18.17,10656336,390976256.00
2014/09/19,17.80,18.60,17.73,18.22,7471444,273176800.00
2014/09/22,18.25,18.64,18.07,18.46,6971786,256526784.00
2014/09/23,18.23,18.81,18.08,18.53,6793625,251756272.00
2014/09/24,18.57,19.81,18.55,19.01,10070810,387279808.00
2014/09/25,19.15,20.40,19.10,19.39,9857124,383723584.00
2014/09/26,19.50,21.34,19.10,21.34,9545189,388745472.00
2014/09/29,21.85,22.11,19.20,19.20,17112246,692987584.00
2014/09/30,19.50,19.75,18.96,19.43,7421126,288701408.00
2014/10/08,19.16,19.74,18.98,19.48,6173234,240345936.00
2014/10/09,19.48,19.60,18.85,19.08,6232143,238829360.00
2014/10/10,18.90,19.12,18.63,19.00,3621142,137105536.00
2014/10/13,18.99,19.34,18.95,19.12,3987309,153466336.00
2014/10/14,19.15,19.65,18.90,19.65,5485165,212269232.00
2014/10/15,19.73,19.88,18.84,18.85,6342741,244622288.00
2014/10/16,18.79,19.06,18.46,18.57,4332865,163178000.00
2014/10/17,18.50,19.04,18.40,18.90,3690581,138602288.00
2014/10/20,18.91,19.77,18.70,19.45,5088879,197851872.00
2014/10/21,19.31,19.40,18.54,18.73,3928529,149324160.00
2014/10/22,18.69,18.88,18.46,18.47,2101700,78611592.00
2014/10/23,18.44,18.70,18.21,18.52,1827277,67468720.00
2014/10/24,18.64,18.90,18.50,18.58,1638246,61444508.00
2014/10/27,18.60,19.04,18.40,18.79,1680351,63391136.00
2014/10/28,18.86,19.14,18.75,19.07,2919770,111132512.00
2014/10/29,19.13,19.69,19.10,19.35,5153683,200659680.00
2014/10/30,19.30,19.59,19.00,19.13,3247361,125388568.00
2014/10/31,19.08,19.20,18.63,18.90,2359607,89205440.00
2014/11/03,18.83,19.58,18.80,19.28,4032283,156205728.00
2014/11/04,19.08,19.48,18.75,18.78,2780484,105740232.00
2014/11/05,18.73,19.24,18.55,18.85,2086779,79093288.00
2014/11/06,18.86,19.34,18.84,19.30,2620362,100759520.00
2014/11/07,19.40,19.70,19.09,19.30,4126830,160662000.00
2014/11/10,19.23,19.36,18.72,19.04,2291157,87467216.00
2014/11/11,19.04,19.24,18.30,18.54,2651887,99450576.00
2014/11/12,18.89,18.89,18.48,18.85,1871398,69977760.00
2014/11/13,18.76,18.85,17.85,17.95,3384048,123346184.00
2014/11/14,17.95,18.10,17.71,18.05,1643583,58985172.00
2014/11/17,18.07,19.05,17.86,18.98,2693766,100229032.00
2014/11/18,18.95,19.04,18.48,18.53,1793553,67226152.00
2014/11/19,18.53,20.30,18.53,19.43,5758271,226237744.00
2014/11/20,19.24,21.38,19.23,21.38,9334258,388980352.00
2014/11/21,20.96,21.24,20.19,20.75,8391817,347887616.00
2014/11/24,20.73,20.94,20.40,20.65,3884707,160768160.00
2014/11/25,20.65,21.14,20.20,20.71,4252101,176450432.00
2014/11/26,20.59,20.75,20.02,20.26,3274491,133377536.00
2014/11/27,20.28,20.58,20.07,20.28,2184102,88976624.00
2014/11/28,20.27,22.20,20.18,21.35,6148350,262035664.00
2014/12/01,21.19,23.43,21.07,21.87,5424025,240375120.00
2014/12/02,21.94,22.55,21.70,22.02,3521721,155534976.00
2014/12/03,22.25,22.35,20.36,21.33,6433195,273628736.00
2014/12/04,21.20,21.56,20.83,21.01,3076611,130580200.00
2014/12/05,20.53,21.05,19.95,20.54,3803920,156963104.00
2014/12/08,19.95,20.46,19.70,20.35,3007640,121527032.00
2014/12/09,20.30,20.30,19.20,19.40,3256084,129441816.00
2014/12/10,19.13,20.45,19.11,19.95,2080152,82478128.00
2014/12/11,19.90,21.33,19.71,21.08,2694198,111695160.00
2014/12/12,20.96,21.45,20.73,21.35,1939944,82024168.00
2014/12/15,20.70,21.49,20.58,21.11,1924624,81409728.00
2014/12/16,21.11,21.90,20.69,21.82,2892038,123742136.00
2014/12/17,21.82,21.82,21.29,21.48,1854856,79696096.00
2014/12/18,21.33,21.73,20.60,20.90,2336958,98833152.00
2014/12/19,21.28,21.68,19.95,20.39,2168141,89500832.00
2014/12/22,19.95,19.97,18.34,18.34,2750080,102632680.00
2014/12/23,17.20,18.09,17.17,17.25,3101213,108992336.00
2014/12/24,17.52,18.44,17.52,18.39,1997030,72096504.00
2014/12/25,18.30,18.53,17.99,18.22,1184635,43231772.00
2014/12/26,17.96,18.44,17.79,17.88,1287763,46499844.00
2014/12/29,17.85,17.85,16.18,16.45,3692890,124566112.00
2014/12/30,16.45,16.84,16.29,16.80,1529072,50738928.00
2014/12/31,16.90,17.24,16.65,17.05,1382915,47058212.00
2015/01/05,18.44,18.44,17.31,17.70,2348723,83966384.00
2015/01/06,17.60,17.60,16.84,17.41,1950691,67395384.00
2015/01/07,17.34,17.67,17.15,17.45,927938,32448440.00
2015/01/08,17.45,17.85,17.24,17.78,1438848,50874960.00
2015/01/09,17.93,18.25,17.47,17.50,1489902,53727632.00
2015/01/12,17.60,17.94,17.24,17.70,1192669,42417904.00
2015/01/13,17.74,18.38,17.56,18.30,1456126,52728616.00
2015/01/14,18.35,18.87,18.08,18.73,1645215,61419960.00
2015/01/15,18.76,18.89,18.46,18.70,926368,34552160.00
2015/01/16,18.76,19.28,18.57,19.28,1604533,61446124.00
2015/01/19,18.90,20.00,18.72,19.50,2429319,95503000.00
2015/01/20,19.90,20.37,19.35,20.25,1823724,72581192.00
2015/01/21,20.25,20.25,19.73,19.88,1842892,73602344.00
2015/01/22,19.95,20.05,19.71,19.85,1890479,75198464.00
2015/01/23,19.93,19.93,18.78,18.94,3125746,120242880.00
2015/01/26,19.01,19.32,18.93,19.18,1757562,67382144.00
2015/01/27,19.19,19.30,18.80,19.10,1467489,56140680.00
2015/01/28,19.28,19.85,19.27,19.63,2399791,93990128.00
2015/01/29,19.60,20.03,19.35,19.63,1493134,59397084.00
2015/01/30,19.61,19.85,19.28,19.39,1184037,46259764.00
2015/02/02,19.75,19.78,19.35,19.55,1343236,52669144.00
2015/02/03,19.56,20.99,19.42,20.64,3126488,128614320.00
2015/02/04,20.53,20.85,20.30,20.30,1466083,60278372.00
2015/02/05,20.44,20.59,19.70,19.75,1670255,67203992.00
2015/02/06,19.95,19.95,19.10,19.25,1605931,62237164.00
2015/02/09,19.23,19.43,19.05,19.24,784238,30257844.00
2015/02/10,19.30,19.45,18.92,19.15,1173664,45117684.00
2015/02/11,19.30,19.39,18.90,19.23,1212414,46540752.00
2015/02/12,19.13,19.89,19.00,19.52,1278547,50210704.00
2015/02/13,19.70,19.84,19.38,19.59,1506107,59297532.00
2015/02/16,19.64,20.11,19.55,20.00,1634196,65308080.00
2015/02/17,20.11,20.75,19.95,20.75,2313660,94845296.00
2015/02/25,20.75,22.39,20.55,22.17,3825892,166074704.00
2015/02/26,21.96,22.28,21.27,21.50,2109609,91516640.00
2015/02/27,21.55,22.50,21.33,22.05,2176583,96272272.00
2015/03/02,21.84,22.40,21.68,22.07,2228926,98630264.00
2015/03/03,21.90,22.34,21.35,21.42,2917116,127353184.00
2015/03/04,21.45,23.57,20.96,23.57,5349259,245488048.00
2015/03/05,23.89,24.78,23.47,23.55,4996321,239765968.00
2015/03/06,23.30,24.86,23.20,24.44,3414349,166377952.00
2015/03/09,24.08,24.84,23.37,23.95,3244367,155836432.00
2015/03/10,24.20,24.75,23.95,24.40,2452296,120079920.00
2015/03/11,24.35,24.70,23.20,23.45,2882534,137800080.00
2015/03/12,23.54,23.84,22.45,23.12,2079340,96257176.00
2015/03/13,23.45,23.75,22.86,23.14,2406066,112488752.00
2015/03/16,22.90,23.75,22.75,23.60,2699100,126914800.00
2015/03/17,23.95,24.13,23.15,23.42,2382500,112885112.00
2015/03/18,23.49,23.78,23.25,23.50,1971100,92817520.00
2015/03/19,23.56,25.85,23.51,25.85,3726925,183057280.00
2015/03/20,25.65,28.25,25.29,27.08,4987455,270264928.00
2015/03/23,27.62,28.95,27.09,28.45,3122118,175134160.00
2015/03/24,28.45,28.60,26.65,28.00,3261546,180336976.00
2015/03/25,27.93,27.93,26.79,27.55,2001960,110012928.00
2015/03/26,27.63,30.31,26.96,29.65,4547776,268689088.00
2015/03/27,29.01,30.20,29.01,29.66,2074819,123251336.00
2015/03/30,30.00,30.25,28.35,28.85,2293614,133729576.00
2015/03/31,28.95,29.40,28.55,28.84,2176885,126545576.00
2015/04/01,28.95,30.45,28.95,30.13,2156853,129591448.00
2015/04/02,29.95,31.59,29.45,30.13,2654582,161432528.00
2015/04/03,29.71,30.36,29.55,30.10,1871972,112405136.00
2015/04/07,30.10,30.70,30.10,30.30,1745969,106121672.00
2015/04/08,30.46,30.70,29.20,29.70,1885170,113109768.00
2015/04/09,29.45,29.70,28.09,29.11,1703374,98148736.00
2015/04/10,29.55,32.02,28.96,32.02,3034026,187962272.00
2015/04/13,32.40,34.59,31.77,33.94,3246870,215697072.00
2015/04/14,33.90,36.29,32.49,35.29,2312458,160593040.00
2015/04/15,34.91,38.78,34.60,37.05,3520127,258863904.00
2015/04/16,37.02,38.68,36.45,37.25,2170877,163776800.00
